Year_and_Month,Num_Sold,Average_Transaction,Product,Categoryid
"2024 07",2,24.200000,"Animal Farm",125
"2024 07",2,7.850000,"Bic Cristal Ballpoint Pens (Blue, Pack of 10)",110
"2024 07",2,24.280000,Meditations,125
"2024 07",2,25.450000,"Spark Joy",125
"2024 07",2,24.280000,"Daring Greatly",125
"2024 07",2,603.500000,"Apple iPad Mini",120
"2024 07",2,20.360000,"The Four Agreements",125
"2024 07",2,36.150000,"LTCA Year Up Gym Duffel Bag (Navy Blue)",130
"2024 07",2,40.360000,"Atlas of World Geography",125
"2024 07",2,206.160000,"Introduction to Philosophy",100
"2024 07",2,20.360000,Circe,125
"2024 07",2,52.400000,"Prismacolor Premier Colored Pencils (Set of 72)",115
"2024 07",2,49.360000,"AP Biology Prep",125
"2024 07",2,1257.120000,"Microsoft Surface Laptop 5",120
"2024 07",2,43.130000,"Cracking the GMAT",125
"2024 07",2,20.360000,"Deep Work",125
"2024 07",2,12.700000,"APA Manual of Style (7th Edition)",125
"2024 07",2,265.070000,"SPSS Statistics for Students",120
"2024 07",2,12.700000,"The Kite Runner",125
"2024 07",2,17.700000,"Pendaflex Hanging File Folders (Assorted Colors, Pack of 25)",110
"2024 07",2,59.580000,"Derwent Inktense Pencils (Set of 36)",115
"2024 07",2,17.700000,"Pride and Prejudice",125
"2024 07",1,771.360000,"Lenovo Yoga Smart Tab",120
"2024 07",1,29.300000,"Life of Pi",125
"2024 07",1,24.200000,"CliffsNotes Chemistry Quick Review",125
"2024 07",1,24.200000,"CrashCourse in U.S. History",125
"2024 07",1,23.440000,"Quiet: The Power of Introverts",125
"2024 07",1,20.320000,"The Chicago Manual of Style",125
"2024 07",1,24.280000,"Can’t Hurt Me",125
"2024 07",1,65.500000,"Staedtler Mars Lumograph Graphite Pencils (Set of 12)",115
"2024 07",1,13.130000,"X-Acto Precision Knife with Blade Refills",110
"2024 07",1,201.800000,"Theater Arts: A Practical Guide",100
"2024 07",1,15.240000,"A Thousand Splendid Suns",125
"2024 07",1,116.200000,"Abstract Algebra",100
"2024 07",1,74.280000,"SAT Math Level 2 Study Guide",125
"2024 07",1,17.700000,"Homo Deus: A Brief History of Tomorrow",125
"2024 07",1,50.360000,"Princeton Review ACT Prep",125
"2024 07",1,237.280000,"Microsoft Office 365",120
"2024 08",15,19.933333,"Faber-Castell Polychromos Colored Pencils (Set of 24)",110
"2024 08",14,24.000000,"LTCA Year Up Certificate Frame",130
"2024 08",13,20.360000,"Cork Bulletin Board with Push Pins",110
"2024 08",13,28.690000,"Apple MagSafe Charger",120
"2024 08",13,24.280000,"Of Mice and Men",125
"2024 08",13,48.960000,"Arteza Acrylic Paint Set (60 Colors)",115
"2024 08",13,7.000000,"Crayola Washable Watercolors (Set of 16)",115
"2024 08",13,34.640000,"LTCA Year Up Drawstring Backpack (Black)",130
"2024 08",12,6.520000,"Pentel EnerGel Deluxe Retractable Pens (Black)",110
"2024 08",12,171.980000,"Introduction to Film Studies",100
"2024 08",12,1257.120000,"Lenovo ThinkPad X1 Carbon",120
"2024 08",12,155.600000,"Music Theory Essentials",100
"2024 08",12,29.300000,"Wax Carving Tools (Set of 10)",115
"2024 08",12,165.500000,"Principles of Accounting",100
"2024 08",12,28.880000,"Dell 130W USB-C Charger",120
"2024 08",12,20.360000,"LTCA Year Up Flat-Brim Hat (White)",130
"2024 08",12,1294.300000,"Acer Chromebook Spin 713",120
"2024 08",12,226.790000,"Social Policy and Public Welfare",100
"2024 08",12,107.060000,"Bose QuietComfort 45",120
"2024 08",12,134.560000,"Advanced Calculus",100
"2024 08",11,112.000000,"LTCA Year Up Noise-Canceling Headphones",130
"2024 08",11,39.750000,"Mod Podge Matte Finish (8 oz)",115
"2024 08",11,7.850000,"Staples Standard Staples (5,000 Pack)",110
"2024 08",11,9.950000,"Uni-ball Vision Elite Rollerball Pens (Blue)",110
"2024 08",11,63.700000,"Fabriano Watercolor Paper (12-Sheet Block, Cold Pressed)",115
"2024 08",11,113.430000,"Skullcandy Crusher Evo",120
"2024 08",11,60.720000,"Japanese for Travelers",100
"2024 08",11,132.300000,"Robotics: Concepts and Control",100
"2024 08",11,7.850000,"Bic Cristal Ballpoint Pens (Black, Pack of 10)",110
"2024 08",11,10.160000,"Artist Paintbrush Set (Pack of 10)",110
"2024 08",11,12.880000,"Astrobrights Colored Paper (Assorted Colors, Pack of 100)",110
"2024 08",11,207.850000,"Sharp EL-W516T",120
"2024 08",11,40.550000,"LTCA Year Up Coasters (Set of 4, Cork)",130
"2024 08",11,237.280000,"Microsoft Office 365",120
"2024 08",11,29.300000,"Strunk and White’s Elements of Style",125
"2024 08",11,4.000000,"LTCA Year Up Car Decal (Window Cling)",130
"2024 08",11,136.120000,"Bose SoundSport Free",120
"2024 08",11,28.000000,"Artist Blending Stumps (Pack of 6)",115
"2024 08",11,12.000000,"LTCA Year Up Phone Case (iPhone 14)",130
"2024 08",10,379.400000,"Casio fx-CG50",120
"2024 08",10,116.200000,"Spanish for Beginners",100
"2024 08",10,375.240000,"Texas Instruments TI-89 Titanium",120
"2024 08",10,10.160000,"Pentel Hi-Polymer Block Erasers (Pack of 3)",110
"2024 08",10,28.920000,"LTCA Year Up Beanie Hat (Gray)",130
"2024 08",10,66.000000,"LTCA Year Up Full-Zip Hoodie (Black)",130
"2024 08",10,6.020000,"Duck Brand Duct Tape (Black, 10 Yards)",110
"2024 08",10,1376.440000,"LG Gram 17",120
"2024 08",10,165.500000,"Strategic Management",100
"2024 08",10,187.250000,"Computer Programming: A Practical Introduction",100
"2024 08",10,34.430000,"UGREEN Nexode 140W USB-C Charger",120
"2024 08",10,76.530000,"Blue Yeti Nano USB Microphone",120
"2024 08",10,355.920000,"GitHub Pro",120
"2024 08",10,296.600000,"Intuit QuickBooks Student Edition",120
"2024 08",10,903.900000,"Xiaomi Pad 5 Pro",120
"2024 08",10,6.000000,"LTCA Year Up Enamel Pin (Round Logo)",130
"2024 08",10,28.920000,"The Tipping Point",125
"2024 08",10,212.320000,"Medical Terminology",100
"2024 08",10,23.440000,"LTCA Year Up Lanyard (Navy Blue)",130
"2024 08",10,178.600000,"Calculus I",100
"2024 08",10,8.360000,"UHU Stic Glue Stick (Pack of 3)",110
"2024 08",10,12.120000,"Strathmore Bristol Paper Pad (11x17 inches)",110
"2024 08",10,10.100000,"LTCA Year Up Coffee Mug (Ceramic, Black)",130
"2024 08",10,20.360000,"LTCA Year Up Flat-Brim Hat (Black)",130
"2024 08",10,33.130000,"ASUS USB-C 65W Charger",120
"2024 08",10,24.330000,"LTCA Year Up Throw Pillow (Navy and Gold Logo)",130
"2024 08",10,9.950000,"Swingline Standard Stapler (Black)",110
"2024 08",10,17.700000,"To Kill a Mockingbird",125
"2024 08",10,20.360000,"Avery Index Dividers with Tabs (5-Tab, Multicolor)",110
"2024 08",10,12.320000,"Gorilla Glue Super Glue Gel",110
"2024 08",10,74.280000,"TOEFL Prep Book 2024",125
"2024 08",10,75.880000,"Seagate Backup Plus Hub (8TB)",120
"2024 08",10,57.120000,"Sennelier Soft Pastels (Set of 24)",115
"2024 08",10,17.700000,"You Are a Badass",125
"2024 08",10,12.150000,"Olfa Rotary Cutter (45mm)",115
"2024 08",10,7.850000,"Bic Cristal Ballpoint Pens (Blue, Pack of 10)",110
"2024 08",10,112.000000,"Hand Lettering Practice Workbook",115
"2024 08",10,34.640000,"Daniel Smith Extra Fine Watercolors (6-Tube Set)",115
"2024 08",9,20.360000,"Where the Crawdads Sing",125
"2024 08",9,12.300000,"LTCA Year Up Poster (Motivational Quote)",130
"2024 08",9,69.900000,"Corsair K95 RGB Platinum Keyboard",120
"2024 08",9,50.960000,"LTCA Year Up Quarter-Zip Sweatshirt (Maroon)",130
"2024 08",9,296.600000,"Visual Studio 2022",120
"2024 08",9,102.090000,"Sony WH-1000XM5",120
"2024 08",9,20.360000,"Oxford Twin-Pocket Folders (Assorted Colors, Pack of 10)",110
"2024 08",9,244.900000,"Molecular Biology",100
"2024 08",9,28.920000,"Harry Potter and the Sorcerer’s Stone",125
"2024 08",9,51.960000,"LTCA Year Up Water Bottle (Stainless Steel)",130
"2024 08",9,7.000000,"LTCA Year Up USB Flash Drive (32GB)",130
"2024 08",9,50.960000,"Pentel Arts Oil Pastels (Set of 50)",115
"2024 08",9,18.000000,"LTCA Year Up Sticky Notes Set",130
"2024 08",9,187.250000,"Data Structures and Algorithms",100
"2024 08",9,52.400000,"LTCA Year Up Performance Dri-Fit T-Shirt (Blue)",130
"2024 08",9,17.700000,"The Great Gatsby",125
"2024 08",9,2.400000,"Leuchtturm1917 A5 Notebook (Dotted, Navy Blue)",110
"2024 08",9,1317.700000,"Dell Inspiron 15",120
"2024 08",9,9.950000,"Command Poster Strips",110
"2024 08",9,837.280000,"Realme Pad",120
"2024 08",9,114.710000,"Shure AONIC 50",120
"2024 08",9,4.320000,"Rhodia DotPad No",110
"2024 08",9,31.890000,"Google Pixel USB-C 30W Power Adapter",120
"2024 08",9,40.550000,"Double-Sided Adhesive Tape (Roll)",115
"2024 08",9,116.200000,"Abstract Algebra",100
"2024 08",9,6.020000,"Rubber Bands (Assorted Sizes, Pack of 100)",110
"2024 08",9,815.000000,"Microsoft Surface Pro 9",120
"2024 08",9,13.000000,"Kid-Safe Scissors (Set of 2)",115
"2024 08",9,12.400000,"Elastic Book Bands (Set of 3)",110
"2024 08",9,10.160000,"Avery Heavy-Duty 3-Ring Binder (2-inch, Black)",110
"2024 08",9,24.280000,"Man’s Search for Meaning",125
"2024 08",9,14.000000,"Play-Doh Modeling Compound (Pack of 10)",115
"2024 08",9,17.700000,"Smead Expanding File Folder (13-Pocket, Letter Size)",110
"2024 08",9,52.400000,"LTCA Year Up Long-Sleeve Tee (Black)",130
"2024 08",9,157.280000,"Geometry: A Comprehensive Guide",100
"2024 08",9,36.150000,"Reeves Acrylic Paints (Set of 24)",115
"2024 08",9,77.810000,"AVerMedia Live Streamer CAM 513",120
"2024 08",9,44.500000,"Field Sketch Easel (Aluminum, Portable)",115
"2024 08",9,77.810000,"Philips Hue Play HDMI Sync Box",120
"2024 08",9,48.000000,"LTCA Year Up Bluetooth Speaker (Portable)",130
"2024 08",9,1291.710000,"Chromebook Pixelbook Go",120
"2024 08",9,30.160000,"Belkin BoostCharge 32W USB-C Wall Charger",120
"2024 08",9,26.520000,"LTCA Year Up Soccer Ball (Regulation Size)",130
"2024 08",8,19.480000,"Self-Healing Cutting Mat (18x24 inches)",115
"2024 08",8,265.070000,"Grammarly Premium",120
"2024 08",8,44.400000,"LTCA Year Up Performance Dri-Fit T-Shirt (Gray)",130
"2024 08",8,34.140000,"HyperJuice GaN 100W Charger",120
"2024 08",8,68.880000,"Logitech MX Master 3S Mouse",120
"2024 08",8,6.020000,"Acrylic Desk Organizer Tray Set",110
"2024 08",8,26.400000,"A Song of Ice and Fire: A Game of Thrones",125
"2024 08",8,39.750000,"Aleenes Tacky Glue (4 oz)",115
"2024 08",8,343.970000,"Slack Premium",120
"2024 08",8,622.320000,"Samsung Galaxy Tab A8",120
"2024 08",8,701.880000,"Apple iPad Air (10.9-inch)",120
"2024 08",8,9.450000,"Pilot G2 Retractable Gel Pens (Blue)",110
"2024 08",8,192.260000,"Organic Chemistry I",100
"2024 08",8,213.820000,"Mental Health Nursing",100
"2024 08",8,8.450000,"Fiskars Softgrip Craft Scissors (5-inch)",110
"2024 08",8,215.770000,"Numerical Methods",100
"2024 08",8,74.500000,"SAT Math Essentials",100
"2024 08",8,195.300000,"Forensic Science",100
"2024 08",8,115.280000,"Pathophysiology Essentials",100
"2024 08",8,74.280000,"Test Prep Workbook for GED",125
"2024 08",8,5.240000,"Day Designer Daily Planner (Undated)",110
"2024 08",8,12.700000,"The Omnivore’s Dilemma",125
"2024 08",8,17.700000,1984,125
"2024 08",8,6.020000,"Stabilo Boss Original Highlighters (Fluorescent, Pack of 6)",110
"2024 08",8,26.400000,"LTCA Year Up Picnic Blanket",130
"2024 08",8,652.900000,"Acer Enduro Urban T1",120
"2024 08",8,109.220000,"Sennheiser HD 450BT",120
"2024 08",8,57.700000,"Copic Sketch Markers (Set of 24)",115
"2024 08",8,13.130000,"Rocketbook Fusion Smart Reusable Notebook",110
"2024 08",8,164.200000,"American Literature: A Survey",100
"2024 08",8,1294.300000,"Lenovo IdeaPad Flex 5",120
"2024 08",8,12.400000,"Laminate File Jackets (Assorted Colors, Pack of 12)",110
"2024 08",8,6.520000,"Electric Desktop Pencil Sharpener (Heavy Duty)",110
"2024 08",8,19.360000,"Graph Paper Pads (Letter Size, Pack of 4)",110
"2024 08",8,20.360000,"LTCA Year Up Trucker Hat (Blue Mesh)",130
"2024 08",8,346.680000,"Sketch App License",120
"2024 08",8,9.950000,"Uni-ball Vision Elite Rollerball Pens (Black)",110
"2024 08",8,7.850000,"Zebra Mildliner Highlighters (Pastel Colors, Pack of 15)",110
"2024 08",8,20.360000,"The Power of Habit",125
"2024 08",8,6.020000,"Staedtler Mars Lumograph Drawing Pencils (Set of 12)",110
"2024 08",8,134.800000,"Physical Therapy Principles",100
"2024 08",8,11.000000,"LTCA Year Up Clipboard (Plastic)",130
"2024 08",8,155.000000,"Operations Management",100
"2024 08",8,272.240000,"Evernote Premium",120
"2024 08",8,318.960000,"R Studio Desktop",120
"2024 08",8,20.360000,"The Hobbit",125
"2024 08",8,24.330000,"Tabletop Easel (Adjustable)",115
"2024 08",8,27.610000,"LTCA Year Up Wireless Charger (Black)",130
"2024 08",8,2.400000,"Crayola Crayons (Pack of 64)",110
"2024 08",8,1717.700000,"Apple MacBook Pro (M2, 14-inch)",120
"2024 08",8,13.130000,"Heavy-Duty Hole Punch (3 Hole)",110
"2024 08",8,2.400000,"Prismacolor Premier Colored Pencils (Set of 48)",110
"2024 08",8,178.800000,"Shakespeare’s Works",100
"2024 08",8,188.120000,"The Art of Writing",100
"2024 08",8,9.950000,"Westcott Titanium Bonded Scissors (8-inch)",110
"2024 08",8,961.140000,"Asus ZenBook 14",120
"2024 08",8,107.060000,"Beats Studio Buds",120
"2024 08",8,69.110000,"Razer DeathAdder V2 Mouse",120
"2024 08",8,76.860000,"RODE NT-USB Mini Microphone",120
"2024 08",8,20.360000,"Bristol Smooth Paper Pad (9x12 inches)",115
"2024 08",8,40.550000,"LTCA Year Up Cutting Board (Bamboo)",130
"2024 08",8,2.880000,"Push Pins (Clear, Pack of 200)",110
"2024 08",8,59.580000,"LTCA Year Up Pullover Hoodie (Black)",130
"2024 08",8,145.970000,"Discrete Mathematics",100
"2024 08",8,5.240000,"Five Star Flex Hybrid NoteBinder",110
"2024 08",8,1161.140000,"Razer Blade 14",120
"2024 08",8,12.000000,"Spray Fixative for Drawings (11 oz)",115
"2024 08",8,263.880000,"Introduction to Archaeology",100
"2024 08",8,10.100000,"Canson XL Mixed Media Sketchbook (9x12 inches)",110
"2024 08",7,74.280000,"CliffsNotes Physics Review",125
"2024 08",7,213.820000,"Nutrition for Health and Fitness",100
"2024 08",7,7.850000,"Fellowes Mesh Desk Organizer",110
"2024 08",7,12.400000,"Calculator Cover Case",110
"2024 08",7,4.320000,"Prismacolor Premier Art Markers (Set of 12)",110
"2024 08",7,61.140000,"Canson XL Mixed Media Pad (11x14 inches)",115
"2024 08",7,50.960000,"LTCA Year Up Bomber Jacket (Black)",130
"2024 08",7,19.480000,"LTCA Year Up Desk Organizer (Black)",130
"2024 08",7,8.000000,"LTCA Year Up Mechanical Pencil (Pack of 2)",130
"2024 08",7,6.000000,"Masking Tape (Artist Grade)",115
"2024 08",7,12.300000,"Pencil and Marker Organizer Tray",115
"2024 08",7,1292.000000,"ASUS VivoBook S15",120
"2024 08",7,204.580000,"Chinese Characters Made Easy",100
"2024 08",7,6.000000,"Speedball Calligraphy Ink (Black)",115
"2024 08",7,152.400000,"Marketing Fundamentals",100
"2024 08",7,122.210000,"Pharmacology: A Comprehensive Guide",100
"2024 08",7,110.250000,"Introduction to Electrical Engineering",100
"2024 08",7,43.300000,"LTCA Year Up Laptop Sleeve (15-inch)",130
"2024 08",7,2.400000,"Binder Clips (Assorted Sizes, Pack of 36)",110
"2024 08",7,166.000000,"Circuits and Systems",100
"2024 08",7,6.020000,"Tesa Masking Tape (2-inch Roll)",110
"2024 08",7,10.160000,"Sticky Flags for Page Marking (Assorted Colors)",110
"2024 08",7,12.120000,"Winsor & Newton Cotman Watercolor Brushes (Set of 5)",115
"2024 08",7,27.520000,"LTCA Year Up Frisbee (Flying Disc)",130
"2024 08",7,48.960000,"LTCA Year Up Insulated Lunch Bag",130
"2024 08",7,8.000000,"Clay Roller and Cutter Set",115
"2024 08",7,4.240000,"Elmers Washable School Glue (4 oz)",110
"2024 08",7,24.200000,"Royal & Langnickel Zen Brush Set (Acrylic, Set of 8)",115
"2024 08",7,23.440000,Mockingjay,125
"2024 08",7,20.360000,"Newsprint Paper Pad (18x24 inches)",115
"2024 08",7,47.610000,"Melissa & Doug Easel Paper Rolls (2-Pack)",115
"2024 08",7,39.750000,"LTCA Year Up Wall Clock (Round, Black)",130
"2024 08",7,33.100000,"Winsor & Newton Professional Watercolor Set (12 Tubes)",115
"2024 08",7,12.880000,"Page Magnifier Sheet",110
"2024 08",7,9.450000,"Pilot G2 Retractable Gel Pens (Black)",110
"2024 08",7,23.440000,"Silver Brush Limited Ruby Satin Brushes (Set of 6)",115
"2024 08",7,52.900000,"GRE Prep 101",100
"2024 08",7,9.950000,"Pentel EnerGel Deluxe Retractable Pens (Blue)",110
"2024 08",7,698.800000,"Teclast T40 Pro",120
"2024 08",7,201.800000,"Theater Arts: A Practical Guide",100
"2024 08",7,228.300000,"Leadership and Management Principles",100
"2024 08",7,12.300000,"LTCA Year Up Picture Frame (Wooden, 8x10)",130
"2024 08",7,44.000000,"LTCA Year Up Classic Cotton T-Shirt (Navy Blue)",130
"2024 08",7,57.700000,"Sakura Pigma Micron Pens (Set of 8, Black)",115
"2024 08",7,39.720000,"LTCA Year Up Laptop Sleeve (13-inch)",130
"2024 08",7,217.340000,"Statistical Inference",100
"2024 08",7,326.280000,"Zoom Video Conferencing Pro License",120
"2024 08",7,10.100000,"Post-it Super Sticky Notes (Bright Colors, Pack of 15)",110
"2024 08",7,209.240000,"Epidemiology: Basics and Applications",100
"2024 08",7,17.700000,"Erin Condren LifePlanner (Vertical Layout)",110
"2024 08",7,215.770000,"Probability and Statistics",100
"2024 08",7,798.800000,"Chuwi HiPad Max",120
"2024 08",7,68.880000,"Apple Magic Keyboard",120
"2024 08",7,30.620000,"Samsung 25W Super Fast Charger",120
"2024 08",7,20.360000,"Arches Watercolor Paper (Hot Pressed, 10x14 inches)",115
"2024 08",7,206.160000,"Introduction to Philosophy",100
"2024 08",7,7.850000,"Pilot Precise V5 RT Rollerball Pens (Red)",110
"2024 08",7,20.360000,"Plastic Report Covers (Clear Front, Pack of 10)",110
"2024 08",7,15.350000,"Stainless Steel Clay Modeling Tools (Set of 11)",115
"2024 08",7,2.400000,"Five Star Wirebound Notebook (1 Subject, College Ruled)",110
"2024 08",7,191.950000,"Ethics and Moral Reasoning",100
"2024 08",7,13.130000,"Princeton Velvetouch Mixed-Media Brushes (Set of 4)",115
"2024 08",7,134.800000,"American History Since 1865",100
"2024 08",7,4.000000,"Stretched Canvas (16x20 inches, Pack of 2)",115
"2024 08",7,253.400000,"Cloud Computing Basics",100
"2024 08",7,6.000000,"LTCA Year Up Earbuds (Wired)",130
"2024 08",7,30.160000,"RAVPower 60W 6-Port USB Charger",120
"2024 08",7,6.000000,"ArtBin Essentials Box (Plastic Storage Container)",115
"2024 08",7,51.960000,"Winsor & Newton Oil Paint Set (10 Tubes)",115
"2024 08",7,19.360000,"Acrylic Paint Set (Set of 12 Tubes)",110
"2024 08",7,119.810000,"HyperX Cloud II Wireless",120
"2024 08",7,48.000000,"Calligraphy Dip Pen with Nibs (Set of 6)",115
"2024 08",7,57.120000,"LTCA Year Up Fleece Jacket (Gray)",130
"2024 08",7,6.000000,"Canvas Panels (Pack of 10, 8x10 inches)",115
"2024 08",7,40.550000,"UHU Glue Stick (Pack of 3)",115
"2024 08",7,17.700000,"How to Win Friends and Influence People",125
"2024 08",7,61.140000,"LTCA Year Up Embroidered Baseball Cap (Black)",130
"2024 08",7,26.400000,"Glass Paint Mixing Palette (12x16 inches)",115
"2024 08",7,14.320000,"ID Badge Holders with Clips (Pack of 10)",110
"2024 08",7,133.100000,"Business Law Today",100
"2024 08",7,253.400000,"Blockchain Technology",100
"2024 08",7,71.800000,"MCAT Biology and Biochemistry",100
"2024 08",7,24.280000,"LTCA Year Up Umbrella (Compact)",130
"2024 08",6,57.120000,"Winsor & Newton Watercolor Markers (Set of 6)",115
"2024 08",6,238.560000,"AutoDesk AutoCAD",120
"2024 08",6,13.000000,"LTCA Year Up Phone Stand (Adjustable)",130
"2024 08",6,119.280000,"Audio-Technica ATH-M50xBT2",120
"2024 08",6,23.440000,Dune,125
"2024 08",6,25.450000,"Spark Joy",125
"2024 08",6,20.360000,"Protractor and Compass Set",110
"2024 08",6,9.090000,"Sticky Notes (3x3, Yellow, Pack of 12)",110
"2024 08",6,214.320000,"Introduction to Statistics",100
"2024 08",6,14.600000,"LTCA Year Up Candle (Vanilla Scented)",130
"2024 08",6,8.000000,"LTCA Year Up Trophy Replica (Mini)",130
"2024 08",6,24.280000,Meditations,125
"2024 08",6,228.770000,"The Basics of Anthropology",100
"2024 08",6,9.090000,"Winsor & Newton Watercolor Paint Set (12 Colors)",110
"2024 08",6,50.960000,"Crayola Crayons (Set of 64)",115
"2024 08",6,12.120000,"Harry Potter and the Prisoner of Azkaban",125
"2024 08",6,126.180000,"Logitech G PRO X Wireless",120
"2024 08",6,603.500000,"Apple iPad Mini",120
"2024 08",6,66.000000,"Conte Crayons (Set of 12)",115
"2024 08",6,1275.440000,"Samsung Galaxy Book Pro",120
"2024 08",6,144.000000,"Entrepreneurship and Innovation",100
"2024 08",6,144.400000,"Human Resource Management",100
"2024 08",6,23.440000,"LTCA Year Up Lanyard (Black)",130
"2024 08",6,12.000000,"LTCA Year Up Phone Case (Samsung Galaxy)",130
"2024 08",6,26.520000,"Black Holes and Baby Universes",125
"2024 08",6,10.100000,"Letter Opener (Stainless Steel)",110
"2024 08",6,55.000000,"LTCA Year Up Long-Sleeve Tee (Gray)",130
"2024 08",6,26.400000,"The Art of War",125
"2024 08",6,76.360000,"Elgato Stream Deck MK",120
"2024 08",6,28.000000,"LTCA Year Up Snow Globe",130
"2024 08",6,141.990000,"Sony WF-1000XM4",120
"2024 08",6,36.150000,"LTCA Year Up Gym Duffel Bag (Navy Blue)",130
"2024 08",6,52.900000,"GMAT Study Guide",100
"2024 08",6,312.700000,"Java Development Kit (JDK)",120
"2024 08",6,61.140000,"Moleskine Art Sketchbook (8.5x11 inches)",115
"2024 08",6,214.320000,"Linear Algebra Essentials",100
"2024 08",6,12.120000,"Mead Cambridge Business Notebook (Professional Design)",110
"2024 08",6,367.080000,"Texas Instruments TI-84 Plus CE",120
"2024 08",6,24.330000,"Studio Floor Easel (H-Frame, Wood)",115
"2024 08",6,23.440000,"Artify Professional Oil Paint Brush Set (15 Brushes)",115
"2024 08",6,1317.700000,"Dell XPS 13",120
"2024 08",6,171.900000,"Art History: The Renaissance to Modernism",100
"2024 08",6,57.700000,"LTCA Year Up Lightweight Windbreaker (Gray)",130
"2024 08",6,65.500000,"LTCA Year Up Pullover Hoodie (Navy Blue)",130
"2024 08",6,25.450000,"Big Little Lies",125
"2024 08",6,303.520000,"Python Programming Language Installer",120
"2024 08",6,74.280000,"GRE Math Review",125
"2024 08",6,10.100000,"Holbein Artist Gouache Set (24 Colors)",115
"2024 08",6,171.900000,"Creative Writing Workshop",100
"2024 08",6,20.360000,"The Life-Changing Magic of Tidying Up",125
"2024 08",6,14.000000,"LTCA Year Up USB Flash Drive (64GB)",130
"2024 08",6,111.600000,Sociolinguistics,100
"2024 08",6,852.940000,"Dell Latitude 7320 Detachable",120
"2024 08",6,4.320000,"BIC Xtra-Smooth Mechanical Pencils (0",110
"2024 08",6,71.740000,"Anker PowerExpand USB-C Dock",120
"2024 08",6,219.300000,"Physics for Scientists and Engineers",100
"2024 08",6,15.240000,"In Defense of Food",125
"2024 08",6,20.360000,"Dry Erase Wall Calendar (Monthly Layout)",110
"2024 08",6,19.480000,"LTCA Year Up Wall Calendar",130
"2024 08",6,12.700000,"Avery Address Labels (Clear, Pack of 500)",110
"2024 08",6,217.340000,"Community Health",100
"2024 08",6,88.420000,"English as a Second Language",100
"2024 08",6,32.640000,"Strathmore Toned Tan Sketch Paper Pad (9x12 inches)",115
"2024 08",6,13.130000,"The Hunger Games",125
"2024 08",6,6.000000,"LTCA Year Up Vinyl Stickers (Set of 5)",130
"2024 08",6,827.450000,"Lenovo Tab P12 Pro",120
"2024 08",6,75.420000,"Samsung T7 Touch Portable SSD (2TB)",120
"2024 08",6,232.400000,"Anatomy and Physiology",100
"2024 08",6,1257.120000,"Microsoft Surface Laptop 5",120
"2024 08",6,336.480000,"Notion Pro",120
"2024 08",6,9.090000,"LTCA Year Up Coffee Tumbler (Stainless Steel)",130
"2024 08",6,111.900000,"Introduction to Mechanical Engineering",100
"2024 08",6,44.500000,"LTCA Year Up Fleece Blanket (Gray)",130
"2024 08",6,26.520000,"LTCA Year Up Basketball (Regulation Size)",130
"2024 08",6,57.700000,"Tombow Dual Brush Pens (Set of 20)",115
"2024 08",6,157.280000,"Introduction to Topology",100
"2024 08",6,9.090000,"Daler-Rowney Gouache Paint Set (12 Tubes)",115
"2024 08",6,771.360000,"Lenovo Yoga Smart Tab",120
"2024 08",6,5.000000,"LTCA Year Up Patch (Sew-On)",130
"2024 08",6,67.850000,"LSAT Logical Reasoning Practice",100
"2024 08",6,281.430000,"Final Draft 12",120
"2024 08",5,26.520000,"A Brief History of Time",125
"2024 08",5,20.360000,Circe,125
"2024 08",5,14.320000,"HP Premium32 Printer Paper (32 lb, 500 Sheets)",110
"2024 08",5,10.100000,"Paper Mate Pink Pearl Erasers (Pack of 6)",110
"2024 08",5,205.800000,"Microeconomics: An Introduction",100
"2024 08",5,265.070000,"SPSS Statistics for Students",120
"2024 08",5,126.180000,"SteelSeries Arctis 7+",120
"2024 08",5,206.160000,"Introduction to Psychology",100
"2024 08",5,219.300000,"Organic Chemistry II",100
"2024 08",5,223.800000,"Macroeconomics: Concepts and Applications",100
"2024 08",5,19.360000,"Avery Heavy-Duty 3-Ring Binder (1-inch, White)",110
"2024 08",5,379.400000,"Casio fx-9750GII",120
"2024 08",5,23.440000,"Quiet: The Power of Introverts",125
"2024 08",5,24.280000,"LTCA Year Up Umbrella (Golf Style)",130
"2024 08",5,20.360000,"The Lord of the Rings",125
"2024 08",5,205.800000,"Clinical Anatomy",100
"2024 08",5,883.480000,"TCL NXTPAPER 10s",120
"2024 08",5,25.000000,"LTCA Year Up Graduation Sash",130
"2024 08",5,132.900000,"Microsoft Surface Headphones 2",120
"2024 08",5,12.150000,"Fiskars 12-Inch Paper Trimmer",115
"2024 08",5,24.200000,"LTCA Year Up Passport Holder (Leather)",130
"2024 08",5,6.020000,"Dixon Oriole HB Pencils (Pack of 24)",110
"2024 08",5,16.600000,"LTCA Year Up Spiral Notebook (Blue)",130
"2024 08",5,111.600000,"Phonetics and Phonology",100
"2024 08",5,801.880000,"Apple iPad Pro (12.9-inch, M2)",120
"2024 08",5,29.300000,"LTCA Year Up Insulated Thermos",130
"2024 08",5,44.000000,"LTCA Year Up Classic Cotton T-Shirt (White)",130
"2024 08",5,12.120000,"Index Cards (3x5, White, Pack of 500)",110
"2024 08",5,232.400000,"Sports Management",100
"2024 08",5,8.000000,"LTCA Year Up Gel Pen (Pack of 2)",130
"2024 08",5,12.000000,"Pilot Parallel Pen Calligraphy Set",115
